Brown,Gabriel,FinTrack,Développement Mobile,Voyage,2,Susceptibilité,Proactivité,Vert,Poulet Yassa,Eau gazeuse,Swift
Sow,Aminata,BioGenome,Cloud Computing,Écriture,7,Indécision,Détermination,Rose,Ramen,Lait,Go
Williams,Thomas,SmartLogistics,Cybersécurité,Cinéma,1,Susceptibilité,Logique,Noir,Sushi,Boisson énergisante,TypeScript
Thomas,Sophie,DataPulse,Data Science,Yoga,13,Sensibilité excessive,Autonomie,Argent,Thieboudienne,Jus d'orange,R
Touré,Aïcha,HealthConnect,Intelligence Artificielle,Randonnée,11,Méfiance,Esprit d'équipe,Rose,Lasagnes,Eau,Rust
Robert,Isabella,SynapseAI,Développement Web,Poterie,9,Têtu,Leadership,Bleu,Curry,Jus d'orange,C#
Kim,Ahmed,EduBoost,Product Management,Photographie,1,Procrastination,Optimisme,Rouge,Paella,Jus de pomme,Ruby
Dupont,Paul,BioLink,DevOps,Cyclisme,0,Bavard,Organisation,Violet,Poulet Yassa,Smoothie,Java
Diallo,Leila,SkyWatch,IoT,Collection,10,Impatience,Créativité,Noir,Tajine,Café,Rust
Lopez,Jessica,QuantumLeap,Big Data,Lecture,14,Timidité,Adaptabilité,Vert,Sushi,Eau,Python
Traoré,Fatoumata,VirtualAssist,Administration BDD,Danse,2,Indécision,Patience,Magenta,Ramen,Lait,Scala
Bernard,Lucas,NexusFlow,Cloud Computing,Musique,10,Distrait,Curiosité,Jaune,Pizza,Thé,TypeScript
Ndiaye,Amadou,AI Therapist,Machine Learning,Coding,12,Têtu,Persévérance,Bleu,Kebab,Eau gazeuse,Python
Gonzalez,Chloé,GridWorks,Cybersécurité,Méditation,15,Rigidité,Rigueur,Blanc,Salade composée,Jus d'orange,C++
Richard,Ahmed,DeepMindX,Intelligence Artificielle,Football,1,Naïveté,Proactivité,Orange,Couscous,Coca-Cola,Java
Leroy,Ava,AquaClean,UI/UX Design,Voyage,11,Procrastination,Empathie,Gris,Soupe Pho,Smoothie,PHP
Johnson,Raphaël,AgriTech+,Développement Mobile,Randonnée,0,Rancunier,Adaptabilité,Marron,Burger,Limonade,Swift
Nguyen,Alice,CodeSphere,DevOps,Yoga,15,Manque de confiance,Autonomie,Bleu,Lasagnes,Chocolat chaud,Go
Li,Louis,SafeCity,Data Science,Bénévolat,8,Distrait,Optimisme,Bleu,Thieboudienne,Jus de pomme,R
Chen,Khadija,EcoSense,Machine Learning,Gaming,1,Rigidité,Patience,Argent,Pâtes carbonara,Boisson énergisante,Python
Miller,Raphaël,EduBoost,Développement Web,Musique,10,Perfectionnisme,Créativité,Turquoise,Curry,Lait,JavaScript
Williams,Moussa,FinTrack,Cybersécurité,Échecs,14,Naïveté,Logique,Rouge,Gratin dauphinois,Café,C++
Jones,Alioune,CyberGuard,Product Management,Coding,5,Méfiance,Intégrité,Vert,Pizza,Thé,PHP
Rodriguez,Sara,HealthConnect,Cloud Computing,Dessin,1,Impatience,Leadership,Violet,Sushi,Eau,Go
Smith,Emma,SmartLogistics,Administration BDD,Écriture,12,Timidité,Organisation,Jaune,Ramen,Coca-Cola,Java
Wang,Alexandre,AutoDrive,Intelligence Artificielle,Sports de combat,15,Bavard,Esprit d'équipe,Noir,Steak frites,Smoothie,Python
Sow,Léa,DataPulse,Big Data,Lecture,9,Indécision,Persévérance,Rose,Lasagnes,Jus d'orange,R
Dupont,Pierre,QuantumLeap,Développement Mobile,Photographie,13,Susceptibilité,Pragmatisme,Marron,Poulet Yassa,Eau gazeuse,Swift
Traoré,Mohammed,UrbanFlow,UI/UX Design,Cyclisme,0,Têtu,Rigueur,Blanc,Burger,Limonade,TypeScript
Petit,David,GreenEnergy,DevOps,Jardinage,11,Procrastination,Curiosité,Bleu,Couscous,Chocolat chaud,Rust
Anderson,Olivia,RoboChef,Développement Web,Collection,14,Sensibilité excessive,Adaptabilité,Magenta,Thieboudienne,Jus de pomme,Kotlin
Lopez,Jean,AI Therapist,Machine Learning,Voyage,2,Manque de confiance,Autonomie,Argent,Tajine,Eau,Python
Singh,Omar,BioGenome,Cybersécurité,Randonnée,10,Distrait,Optimisme,Turquoise,Kebab,Boisson énergisante,C#
Wilson,Youssef,SkyWatch,IoT,Poterie,6,Naïveté,Logique,Jaune,Salade composée,Lait,C++
Kim,Khadija,AquaClean,Product Management,Méditation,1,Rigidité,Patience,Vert,Paella,Thé,Ruby
Nguyen,Fatoumata,OmniChannel,Big Data,Danse,13,Rancunier,Détermination,Rouge,Soupe Pho,Café,Scala
Garcia,Paul,VirtualAssist,Administration BDD,Football,8,Impatience,Proactivité,Violet,Risotto,Coca-Cola,PHP
Chen,Arthur,InnovateHub,Cloud Computing,Gaming,11,Perfectionnisme,Intégrité,Noir,Sushi,Smoothie,Go
Rodriguez,Aïcha,CodeSphere,DevOps,Coding,1,Timidité,Leadership,Gris,Pizza,Jus d'orange,Java
Diallo,Lucas,NexusFlow,Intelligence Artificielle,Musique,7,Susceptibilité,Esprit d'équipe,Marron,Gratin dauphinois,Eau gazeuse,Python
Traoré,John,SynapseAI,Cybersécurité,Échecs,12,Méfiance,Sens de l'humour,Blanc,Burger,Limonade,TypeScript
Smith,Mariam,TerraForm,Développement Web,Dessin,15,Bavard,Organisation,Bleu,Curry,Chocolat chaud,Kotlin
Brown,Michael,DeepMindX,Data Science,Écriture,0,Naïveté,Persévérance,Jaune,Lasagnes,Jus de pomme,R
Martinez,Isabella,GridWorks,QA Testing,Photographie,10,Indécision,Créativité,Rose,Thieboudienne,Eau,Swift
Miller,Sarah,SafeCity,UI/UX Design,Cyclisme,14,Distrait,Adaptabilité,Magenta,Poulet Yassa,Boisson énergisante,PHP
Williams,Abdoulaye,FinTrack,Développement Mobile,Jardinage,2,Manque de confiance,Autonomie,Argent,Tajine,Lait,Go
Jones,Fatoumata,EduBoost,Product Management,Bénévolat,1,Sensibilité excessive,Optimisme,Turquoise,Ramen,Thé,Ruby
Gonzalez,Camille,HealthConnect,Cloud Computing,Lecture,9,Têtu,Logique,Vert,Salade composée,Café,C#
Wilson,Moussa,SmartLogistics,IoT,Voyage,13,Rigidité,Patience,Orange,Paella,Coca-Cola,C++
Kim,Oumar,CyberGuard,Cybersécurité,Randonnée,1,Procrastination,Rigueur,Rouge,Soupe Pho,Smoothie,PHP
Ndiaye,Chloe,AutoDrive,Machine Learning,Danse,11,Rancunier,Détermination,Violet,Risotto,Jus d'orange,Python
Sow,Léa,DataPulse,Big Data,Gaming,14,Impatience,Proactivité,Noir,Sushi,Eau gazeuse,R
Dupont,Sophie,QuantumLeap,Développement Mobile,Poterie,0,Méfiance,Intégrité,Gris,Kebab,Limonade,Swift
Petit,Aminata,UrbanFlow,UI/UX Design,Méditation,12,Susceptibilité,Leadership,Marron,Burger,Chocolat chaud,TypeScript
Anderson,Ethan,GreenEnergy,DevOps,Collection,15,Bavard,Esprit d'équipe,Blanc,Couscous,Jus de pomme,Rust
Lopez,Emily,RoboChef,Développement Web,Coding,2,Naïveté,Sens de l'humour,Bleu,Thieboudienne,Eau,Kotlin
Singh,Yasmin,AI Therapist,Machine Learning,Musique,10,Indécision,Organisation,Jaune,Gratin dauphinois,Boisson énergisante,Python
Wilson,Sékou,BioGenome,Cloud Computing,Échecs,6,Distrait,Persévérance,Rose,Lasagnes,Lait,Scala
Kim,Ndeye,SkyWatch,IoT,Dessin,1,Timidité,Créativité,Magenta,Curry,Thé,C#
Nguyen,Lucas,AquaClean,Product Management,Écriture,13,Perfectionnisme,Adaptabilité,Argent,Paella,Café,Ruby
Garcia,Mariam,OmniChannel,Big Data,Sports de combat,8,Sensibilité excessive,Autonomie,Turquoise,Soupe Pho,Coca-Cola,PHP
Chen,John,VirtualAssist,Administration BDD,Cyclisme,11,Manque de confiance,Optimisme,Vert,Risotto,Smoothie,Go
Rodriguez,Sara,InnovateHub,Cloud Computing,Jardinage,1,Têtu,Logique,Orange,Sushi,Jus d'orange,Java
Smith,Mohammed,CodeSphere,DevOps,Bénévolat,7,Rigidité,Patience,Rouge,Kebab,Eau gazeuse,Python
Brown,Marie,NexusFlow,Intelligence Artificielle,Lecture,12,Rancunier,Rigueur,Violet,Burger,Limonade,TypeScript
Martinez,David,SynapseAI,Cybersécurité,Voyage,15,Impatience,Détermination,Noir,Couscous,Chocolat chaud,C++
Miller,James,TerraForm,Développement Web,Randonnée,0,Méfiance,Proactivité,Gris,Thieboudienne,Jus de pomme,Kotlin
Williams,Emma,DeepMindX,Data Science,Poterie,10,Susceptibilité,Intégrité,Marron,Lasagnes,Eau,R
Jones,Leila,GridWorks,QA Testing,Méditation,6,Bavard,Leadership,Blanc,Curry,Boisson énergisante,Swift
Gonzalez,Sophie,SafeCity,UI/UX Design,Collection,1,Naïveté,Esprit d'équipe,Bleu,Paella,Lait,PHP
Wilson,Mamadou,FinTrack,Développement Mobile,Coding,13,Indécision,Sens de l'humour,Jaune,Soupe Pho,Thé,Go
Kim,Khadija,EduBoost,Product Management,Musique,8,Distrait,Organisation,Rose,Risotto,Café,Ruby
Ndiaye,Arthur,HealthConnect,Cloud Computing,Échecs,11,Timidité,Persévérance,Magenta,Sushi,Coca-Cola,C#
Sow,Aminata,SmartLogistics,IoT,Dessin,1,Perfectionnisme,Créativité,Argent,Kebab,Smoothie,C++
Dupont,Moussa,CyberGuard,Cybersécurité,Écriture,7,Sensibilité excessive,Adaptabilité,Turquoise,Burger,Jus d'orange,Python
Petit,Fatoumata,AutoDrive,Machine Learning,Sports de combat,12,Manque de confiance,Autonomie,Vert,Couscous,Eau gazeuse,R
Anderson,Ali,DataPulse,Big Data,Cyclisme,15,Têtu,Optimisme,Orange,Thieboudienne,Limonade,Swift
Lopez,Sarah,QuantumLeap,Développement Mobile,Jardinage,2,Rigidité,Logique,Rouge,Lasagnes,Chocolat chaud,TypeScript
Singh,Mariam,UrbanFlow,UI/UX Design,Bénévolat,10,Rancunier,Patience,Violet,Curry,Jus de pomme,Rust
Wilson,Pierre,GreenEnergy,DevOps,Lecture,6,Impatience,Rigueur,Noir,Paella,Eau,Kotlin
Kim,Sékou,RoboChef,Développement Web,Voyage,1,Méfiance,Détermination,Gris,Soupe Pho,Boisson énergisante,Python
Nguyen,Raphaël,AI Therapist,Machine Learning,Randonnée,13,Susceptibilité,Proactivité,Marron,Risotto,Lait,Scala
Garcia,Adama,BioGenome,Cybersécurité,Poterie,8,Bavard,Intégrité,Blanc,Sushi,Thé,PHP
Chen,Amadou,SkyWatch,IoT,Méditation,11,Naïveté,Leadership,Bleu,Kebab,Café,Go
Rodriguez,Fatoumata,AquaClean,Product Management,Collection,1,Indécision,Esprit d'équipe,Jaune,Burger,Coca-Cola,Ruby
Smith,William,OmniChannel,Big Data,Coding,7,Distrait,Sens de l'humour,Rose,Couscous,Smoothie,C#
Brown,John,VirtualAssist,Administration BDD,Musique,12,Timidité,Organisation,Magenta,Thieboudienne,Jus d'orange,C++
Martinez,Emily,InnovateHub,Cloud Computing,Échecs,15,Perfectionnisme,Persévérance,Argent,Lasagnes,Eau gazeuse,Python
Miller,Jessica,CodeSphere,DevOps,Dessin,2,Sensibilité excessive,Créativité,Turquoise,Curry,Limonade,TypeScript
Williams,Mohammed,NexusFlow,Intelligence Artificielle,Écriture,10,Manque de confiance,Adaptabilité,Vert,Paella,Chocolat chaud,Rust
Jones,Michael,SynapseAI,Cybersécurité,Sports de combat,6,Têtu,Autonomie,Orange,Soupe Pho,Jus de pomme,Kotlin
Gonzalez,Thomas,TerraForm,Développement Web,Cyclisme,1,Rigidité,Optimisme,Rouge,Risotto,Eau,PHP
Dupont,Sophie,EduBoost,Dev Web,Lecture,5,Impatience,Organisé,Bleu,Pizza,Café,JavaScript
Traoré,Moussa,AgriTech+,Data,Football,10,Perfectionnisme,Rigoureux,Vert,Couscous,Thé,Python
Smith,Emily,FinTrack,IA,Gaming,3,Désordonné,Créatif,Rouge,Sushi,Jus d'orange,Python
Diallo,Amadou,SafeCity,Cybersécurité,Voyage,8,Têtu,Persévérant,Noir,Thieboudienne,Eau,C#
Martin,Pierre,HealthConnect,Mobile,Coding,2,Timide,Sociable,Jaune,Burger,Soda,Kotlin
Garcia,Laura,EcoSmart,DevOps,Randonnée,7,Procrastination,Méthodique,Blanc,Lasagnes,Smoothie,Go
Camara,Aminata,CyberGuard,Cloud,Danse,1,Naïf,Optimiste,Rose,Poulet Yassa,Lait,Java
Williams,Chris,MediaFlow,UX/UI,Photographie,4,Étourdi,Curieux,Violet,Tacos,Jus de pomme,TypeScript
Bernard,Chloé,GameDevX,Dev Web,Échecs,6,Impatience,Patient,Orange,Pâtes carbonara,Café,PHP
Johnson,Olivia,AquaSense,QA,Natation,0,Bavard,Adaptable,Gris,Salade césar,Eau gazeuse,Python
Touré,Mohamed,SmartLogistics,Big Data,Musique,12,Susceptible,Leader,Bleu,Mafé,Thé,SQL
Petit,Léa,AutoPilot,Machine Learning,Jardinage,9,Désordonné,Empathie,Vert,Curry,Chocolat chaud,Python
Hernandez,Alex,BioScan,Réseaux,Vélo,5,Perfectionnisme,Créatif,Rouge,Paella,Jus d'orange,C++
Sow,Ibrahim,GreenEnergy,Cloud,Yoga,7,Timide,Organisé,Noir,Thieboudienne,Eau,Java
Thomas,Gabriel,RoboBuild,DevOps,Dessin,11,Procrastination,Rigoureux,Jaune,Fish and Chips,Soda,Go
Kone,Mariam,DataMind,Data,Lecture,3,Impatience,Sociable,Blanc,Sushi,Limonade,Python
Dubois,Lucas,ArtGenius,IA,Gaming,0,Bavard,Curieux,Rose,Pizza,Lait,Python
Miller,Jessica,VoiceAssistant,Mobile,Voyage,6,Têtu,Persévérant,Violet,Burger,Jus de pomme,Swift
Richard,Antoine,SpaceExplorer,Dev Web,Football,9,Naïf,Optimiste,Orange,Couscous,Café,JavaScript
Ndiaye,Fatoumata,DeepLearnX,Cybersécurité,Coding,4,Étourdi,Méthodique,Gris,Poulet Yassa,Thé,C#
Durand,Camille,AgriTech+,Dev Web,Danse,2,Réticent au changement,Adaptable,Bleu,Salade césar,Eau,PHP
Jones,Michael,SafeCity,Cloud,Photographie,8,Distrait,Leader,Vert,Lasagnes,Jus d'orange,Java
Keita,Oumar,EduBoost,Mobile,Randonnée,5,Impatience,Patient,Rouge,Riz cantonais,Smoothie,Kotlin
Wilson,Sarah,FinTrack,QA,Cuisine,1,Perfectionnisme,Empathie,Noir,Tacos,Lait,Python
Coulibaly,Kadidiatou,HealthConnect,Big Data,Musique,13,Désordonné,Rigoureux,Jaune,Pizza,Chocolat chaud,SQL
Brown,David,EcoSmart,IA,Jardinage,7,Procrastination,Créatif,Blanc,Sushi,Eau gazeuse,Python
Robert,Marie,AquaSense,Dev Web,Vélo,4,Bavard,Organisé,Rose,Pâtes carbonara,Café,JavaScript
Michel,Aïcha,CyberGuard,DevOps,Lecture,10,Timide,Persévérant,Violet,Couscous,Thé,Go
Laurent,Louis,MediaFlow,Data,Gaming,2,Têtu,Sociable,Orange,Burger,Jus d'orange,Python
Lefebvre,Emma,GameDevX,Cybersécurité,Voyage,8,Naïf,Curieux,Gris,Thieboudienne,Eau,C#
Davis,John,SmartLogistics,UX/UI,Coding,6,Étourdi,Leader,Bleu,Poulet Yassa,Soda,TypeScript
Simon,Sophie,AutoPilot,Cloud,Danse,3,Impatience,Adaptable,Vert,Salade césar,Smoothie,Java
Rodriguez,Emily,BioScan,Mobile,Photographie,9,Désordonné,Patient,Rouge,Lasagnes,Lait,Kotlin
Moreau,Pierre,GreenEnergy,QA,Natation,1,Perfectionnisme,Empathie,Noir,Curry,Jus de pomme,Python
Martinez,Antoine,RoboBuild,Big Data,Musique,14,Procrastination,Rigoureux,Jaune,Mafé,Chocolat chaud,SQL
Dupont,Moussa,DataMind,Réseaux,Jardinage,7,Bavard,Créatif,Blanc,Paella,Eau gazeuse,C++
Traoré,Camille,ArtGenius,Dev Web,Échecs,5,Timide,Organisé,Rose,Fish and Chips,Café,PHP
Smith,Amadou,VoiceAssistant,IA,Football,11,Têtu,Persévérant,Violet,Sushi,Thé,Python
Diallo,Marie,SpaceExplorer,DevOps,Voyage,3,Naïf,Sociable,Orange,Pizza,Jus d'orange,Go
Martin,Lucas,DeepLearnX,Cybersécurité,Coding,9,Étourdi,Curieux,Gris,Couscous,Eau,C#
Garcia,Chloé,AgriTech+,Mobile,Danse,0,Impatience,Leader,Bleu,Burger,Soda,Kotlin
Camara,Gabriel,SafeCity,Cloud,Photographie,6,Désordonné,Adaptable,Vert,Thieboudienne,Smoothie,Java
Williams,Léa,EduBoost,UX/UI,Randonnée,2,Perfectionnisme,Patient,Rouge,Poulet Yassa,Lait,TypeScript
Bernard,Fatoumata,FinTrack,QA,Cuisine,8,Procrastination,Empathie,Noir,Salade césar,Jus de pomme,Python
Johnson,Oumar,HealthConnect,Big Data,Musique,5,Bavard,Rigoureux,Jaune,Lasagnes,Chocolat chaud,SQL
Touré,Aminata,EcoSmart,IA,Jardinage,10,Timide,Créatif,Blanc,Curry,Eau gazeuse,Python
Petit,Ibrahim,AquaSense,Dev Web,Vélo,1,Têtu,Organisé,Rose,Mafé,Café,JavaScript
Hernandez,Kadidiatou,CyberGuard,DevOps,Lecture,7,Naïf,Persévérant,Violet,Paella,Thé,Go
Sow,Mohamed,MediaFlow,Data,Gaming,4,Étourdi,Sociable,Orange,Fish and Chips,Jus d'orange,Python
Thomas,Pierre,GameDevX,Cybersécurité,Voyage,12,Impatience,Curieux,Gris,Sushi,Eau,C#
Kone,Sophie,SmartLogistics,UX/UI,Coding,5,Désordonné,Leader,Bleu,Pizza,Soda,TypeScript
Dubois,Antoine,AutoPilot,Cloud,Danse,1,Perfectionnisme,Adaptable,Vert,Couscous,Smoothie,Java
Miller,Camille,BioScan,Mobile,Photographie,7,Procrastination,Patient,Rouge,Burger,Lait,Kotlin
Richard,Louis,GreenEnergy,QA,Natation,3,Bavard,Empathie,Noir,Thieboudienne,Jus de pomme,Python
Ndiaye,Marie,RoboBuild,Big Data,Musique,10,Timide,Rigoureux,Jaune,Poulet Yassa,Chocolat chaud,SQL
Durand,Emma,DataMind,Réseaux,Jardinage,6,Têtu,Créatif,Blanc,Salade césar,Eau gazeuse,C++
Jones,Lucas,ArtGenius,Dev Web,Échecs,2,Naïf,Organisé,Rose,Lasagnes,Café,PHP
Keita,Chloé,VoiceAssistant,IA,Football,8,Étourdi,Persévérant,Violet,Curry,Thé,Python
Wilson,Gabriel,SpaceExplorer,DevOps,Voyage,4,Impatience,Sociable,Orange,Mafé,Jus d'orange,Go
Coulibaly,Léa,DeepLearnX,Cybersécurité,Coding,13,Désordonné,Curieux,Gris,Paella,Eau,C#
Brown,Fatoumata,AgriTech+,Mobile,Danse,5,Perfectionnisme,Leader,Bleu,Fish and Chips,Soda,Kotlin
Robert,Moussa,SafeCity,Cloud,Photographie,1,Procrastination,Adaptable,Vert,Sushi,Smoothie,Java
Michel,Amadou,EduBoost,UX/UI,Randonnée,9,Bavard,Patient,Rouge,Pizza,Lait,TypeScript
Laurent,Aïcha,FinTrack,QA,Cuisine,3,Timide,Empathie,Noir,Couscous,Jus de pomme,Python
Lefebvre,Oumar,HealthConnect,Big Data,Musique,11,Têtu,Rigoureux,Jaune,Burger,Chocolat chaud,SQL
Davis,Aminata,EcoSmart,IA,Jardinage,7,Naïf,Créatif,Blanc,Thieboudienne,Eau gazeuse,Python
Simon,Ibrahim,AquaSense,Dev Web,Vélo,0,Étourdi,Organisé,Rose,Poulet Yassa,Café,JavaScript
Rodriguez,Kadidiatou,CyberGuard,DevOps,Lecture,6,Impatience,Persévérant,Violet,Salade césar,Thé,Go
Moreau,Mohamed,MediaFlow,Data,Gaming,2,Désordonné,Sociable,Orange,Lasagnes,Jus d'orange,Python
Martinez,Pierre,GameDevX,Cybersécurité,Voyage,8,Perfectionnisme,Curieux,Gris,Curry,Eau,C#
Dupont,Sophie,SmartLogistics,UX/UI,Coding,4,Procrastination,Leader,Bleu,Mafé,Soda,TypeScript
Traoré,Antoine,AutoPilot,Cloud,Danse,10,Bavard,Adaptable,Vert,Paella,Smoothie,Java
Smith,Camille,BioScan,Mobile,Photographie,6,Timide,Patient,Rouge,Fish and Chips,Lait,Kotlin
Diallo,Louis,GreenEnergy,QA,Natation,2,Têtu,Empathie,Noir,Sushi,Jus de pomme,Python
Martin,Marie,RoboBuild,Big Data,Musique,15,Naïf,Rigoureux,Jaune,Pizza,Chocolat chaud,SQL
Garcia,Emma,DataMind,Réseaux,Jardinage,8,Étourdi,Créatif,Blanc,Couscous,Eau gazeuse,C++
Camara,Lucas,ArtGenius,Dev Web,Échecs,4,Impatience,Organisé,Rose,Burger,Café,PHP
Williams,Chloé,VoiceAssistant,IA,Football,10,Désordonné,Persévérant,Violet,Thieboudienne,Thé,Python
Bernard,Gabriel,SpaceExplorer,DevOps,Voyage,6,Perfectionnisme,Sociable,Orange,Poulet Yassa,Jus d'orange,Go
Johnson,Léa,DeepLearnX,Cybersécurité,Coding,2,Procrastination,Curieux,Gris,Salade césar,Eau,C#
Touré,Fatoumata,AgriTech+,Mobile,Danse,9,Bavard,Leader,Bleu,Lasagnes,Soda,Kotlin
Petit,Moussa,SafeCity,Cloud,Photographie,5,Timide,Adaptable,Vert,Curry,Smoothie,Java
Hernandez,Amadou,EduBoost,UX/UI,Randonnée,1,Têtu,Patient,Rouge,Mafé,Lait,TypeScript
Sow,Aïcha,FinTrack,QA,Cuisine,7,Naïf,Empathie,Noir,Paella,Jus de pomme,Python
Thomas,Oumar,HealthConnect,Big Data,Musique,3,Étourdi,Rigoureux,Jaune,Fish and Chips,Chocolat chaud,SQL
Kone,Aminata,EcoSmart,IA,Jardinage,11,Impatience,Créatif,Blanc,Sushi,Eau gazeuse,Python
Dubois,Ibrahim,AquaSense,Dev Web,Vélo,7,Désordonné,Organisé,Rose,Pizza,Café,JavaScript
Miller,Kadidiatou,CyberGuard,DevOps,Lecture,3,Perfectionnisme,Persévérant,Violet,Couscous,Thé,Go
Richard,Mohamed,MediaFlow,Data,Gaming,9,Procrastination,Sociable,Orange,Burger,Jus d'orange,Python
Ndiaye,Pierre,GameDevX,Cybersécurité,Voyage,5,Bavard,Curieux,Gris,Thieboudienne,Eau,C#
Durand,Sophie,SmartLogistics,UX/UI,Coding,1,Timide,Leader,Bleu,Poulet Yassa,Soda,TypeScript
Jones,Antoine,AutoPilot,Cloud,Danse,7,Têtu,Adaptable,Vert,Salade césar,Smoothie,Java
Keita,Camille,BioScan,Mobile,Photographie,3,Naïf,Patient,Rouge,Lasagnes,Lait,Kotlin
Wilson,Louis,GreenEnergy,QA,Natation,10,Étourdi,Empathie,Noir,Curry,Jus de pomme,Python
Coulibaly,Marie,RoboBuild,Big Data,Musique,6,Impatience,Rigoureux,Jaune,Mafé,Chocolat chaud,SQL
Brown,Emma,DataMind,Réseaux,Jardinage,2,Désordonné,Créatif,Blanc,Paella,Eau gazeuse,C++
Fatou,Lamine,EduBoost,Développement Mobile,Natation,6,Anxiété,Résilience,Bleu,Poulet Yassa,Jus de bissap,Java
Aïcha,David,NovaSphere,Product Management,Jardinage,1,Critique,Écoute,Orange,Pizza,Jus de mangue,Go
Singh,Adama,TerraForm,DevOps,Volley-ball,12,Impulsivité,Organisation,Marron,Risotto,Eau pétillante,TypeScript
Ba,Diarra,SecureID,Cybersécurité,Gaming,11,Procrastination,Curiosité,Jaune,Chawarma,Lait Frais,Rust
Dupont,Moussa,AquaClean,Dev Web Backend,Basketball,14,Impatience,Leadership,Cyan,Lasagnes,Eau de coco,Python
Sy,Aminata,CyberGuard,Dev Web Frontend,Lecture,10,Mélancolie,Esprit d'équipe,Vert,Pâtes Carbonara,Chocolat chaud,JavaScript
Müller,Karim,SmartLogistics,Business Intelligence,Yoga,15,Manque de ponctualité,Créativité,Rouge,Sushi,Coca-Cola,SQL
Kim,Sophie,AgriTech+,Data Science,Randonnée,0,Timidité,Proactivité,Rose,Tacos,Café,Python
Diop,Chloe,FinTrack,Machine Learning,Musique,2,Bavardage,Sens de l'humour,Noir,Maffé,Thé vert,R
Ndour,Zineb,ConnectHome,UI/UX Design,Cuisine,9,Désorganisation,Pédagogie,Violet,Burger Frites,Bière artisanale,JavaScript
Wang,Samuel,VisionAI,Intelligence Artificielle,Échecs,7,Susceptibilité,Optimisme,Blanc,Couscous,Tisane,Python
Rodriguez,Emma,HealthConnect,Cloud Computing,Voyage,8,Entêtement,Adaptabilité,Bleu,Paella,Vin rouge,Java
Ngô,Youssouf,RoboAssist,QA Testing,Photographie,5,Perfectionnisme,Persévérance,Turquoise,Ramen,Smoothies,C#
Konaté,Khadija,EcoHarvest,Blockchain,Danse,4,Distraction,Rigueur,Vert,Pho,Limonade,Go
Sy,Aïcha,GreenEnergy,Développement Mobile,Peinture,6,Critique,Leadership,Jaune,Curry,Eau de coco,Kotlin
Diouf,Diarra,SpaceExplore,DevOps,Football,3,Procrastination,Organisation,Orange,Chawarma,Jus de mangue,TypeScript
Singh,Youssouf,QuantumLeap,Data Science,Basketball,11,Impatience,Résilience,Gris,Gombo,Café,Python
Guèye,Ousmane,EduBoost,Dev Web Frontend,Coding,13,Anxiété,Esprit d'équipe,Marron,Pizza,Thé vert,JavaScript
Barry,Fatou,CyberGuard,Cybersécurité,Lecture,12,Manque de ponctualité,Curiosité,Violet,Sushi,Eau pétillante,Rust
Rossi,Sophie,HealthConnect,Cloud Computing,Randonnée,0,Désorganisation,Proactivité,Cyan,Tajine,Coca-Cola,Java
Ivanov,Kenji,TerraForm,Intelligence Artificielle,Yoga,2,Timidité,Sens de l'humour,Or,Risotto,Smoothies,Python
Kim,Aminata,FinTrack,Business Intelligence,Jardinage,15,Bavardage,Pédagogie,Noir,Thieboudienne,Lait Frais,SQL
Müller,Mamadou,AgriTech+,Machine Learning,Musique,7,Distraction,Optimisme,Rouge,Couscous,Tisane,R
Diallo,Ndeye,ConnectHome,UI/UX Design,Cuisine,8,Entêtement,Adaptabilité,Bleu,Burger Frites,Vin rouge,JavaScript
Lee,Joséphine,VisionAI,QA Testing,Voyage,4,Perfectionnisme,Persévérance,Rose,Lasagnes,Bière artisanale,C#
Schmidt,Clara,RoboAssist,Blockchain,Danse,5,Susceptibilité,Rigueur,Blanc,Paella,Limonade,Go
Traoré,Aïcha,EcoHarvest,Développement Mobile,Photographie,1,Critique,Leadership,Vert,Maffé,Eau de coco,Kotlin
Garcia,David,UrbanFlow,DevOps,Football,3,Procrastination,Organisation,Jaune,Pho,Jus de mangue,TypeScript
Chen,Samuel,DeepMind,Data Science,Gaming,10,Impatience,Résilience,Orange,Tacos,Café,Python
Silva,Yasmine,SafeCity,Dev Web Frontend,Lecture,14,Anxiété,Esprit d'équipe,Marron,Curry,Thé vert,JavaScript
Khan,Mariam,SmartLogistics,Cybersécurité,Échecs,11,Manque de ponctualité,Curiosité,Violet,Chawarma,Eau pétillante,Rust
Cissé,Youssouf,AgriTech+,Cloud Computing,Volley-ball,9,Désorganisation,Proactivité,Cyan,Pizza,Lait Frais,Java
Sow,Aminata,SecureID,Intelligence Artificielle,Musique,0,Timidité,Sens de l'humour,Or,Sushi,Smoothies,Python
Fall,Malik,HealthConnect,Business Intelligence,Randonnée,13,Bavardage,Pédagogie,Noir,Thieboudienne,Tisane,SQL
Ndour,Rama,FinTrack,Machine Learning,Jardinage,6,Distraction,Optimisme,Rouge,Couscous,Coca-Cola,R
Thiam,Chloe,EduBoost,UI/UX Design,Cuisine,15,Entêtement,Adaptabilité,Bleu,Burger Frites,Vin rouge,JavaScript
Konaté,Moussa,ConnectHome,QA Testing,Voyage,7,Perfectionnisme,Persévérance,Rose,Lasagnes,Bière artisanale,C#
Wang,Anya,RoboAssist,Blockchain,Danse,8,Susceptibilité,Rigueur,Blanc,Paella,Limonade,Go
